ind,node,weekday_in_core,weekday_out_core,weekend_in_core,weekend_out_core,weekday_in_core_lvl,weekday_out_core_lvl,weekend_in_core_lvl,weekend_out_core_lvl,weekday_ksc_ent_in,weekday_ksc_ent_out,weekend_ksc_ent_in,weekend_ksc_ent_out
245,PUNGGOL FIELD,12020.0,12089.0,9543,9574,1,1,1,1,0.3214642740862546,0.34752405433929523,0.27794369032834715,0.3572353501345338
246,CLARKE QUAY,12020.0,12089.0,9543,9574,1,1,1,1,0.3739223269166215,0.43794823986841797,0.4042839801050353,0.4130505642762206
247,CENTRAL SUBZONE,12020.0,12089.0,8869,8396,1,1,1,1,0.29734652868530215,0.28826462246296203,0.4450613644349777,0.5107398774734779
248,KAMPONG UBI,12020.0,12089.0,9543,9535,1,1,1,1,0.3115079295093579,0.3527410934186763,0.3381161366352731,0.27909178143169744
249,BAYFRONT SUBZONE,12020.0,12089.0,9543,9574,1,1,1,1,0.10095037844665418,0.09426911596378285,0.11088009940007354,0.11156842467900724
250,JOO SENG,12020.0,12089.0,9542,9217,1,1,1,1,0.1639914867980397,0.3800865107702934,0.17543083211681498,0.24464338089328175
251,KOVAN,12020.0,12089.0,9543,9574,1,1,1,1,0.14729947167229268,0.2502484427288702,0.15635709975973142,0.146297284036157
252,COMPASSVALE,12020.0,12089.0,9543,9574,1,1,1,1,0.08650962473300215,0.14895742222588346,0.08771000336543396,0.15659303192675034
253,TAMAN JURONG,12020.0,12089.0,9543,9574,1,1,1,1,0.3457102119672706,0.40449498429425396,0.2865969664512052,0.29725515457464957
254,KEMBANGAN,12020.0,12089.0,9543,9574,1,1,1,1,0.288957775920087,0.08346415523942188,0.2749805057983136,0.08682293780011394
255,LAVENDER,12020.0,12089.0,9543,9574,1,1,1,1,0.3904684902196347,0.25265739858087927,0.359938881721334,0.2719952475726309
256,HOUGANG CENTRAL,12020.0,12089.0,9543,9574,1,1,1,1,0.18982703268570303,0.27155939227008075,0.1907337499339093,0.2568053435639354
257,ONE NORTH,12020.0,12089.0,9543,9574,1,1,1,1,0.4396069422804648,0.45678169728051027,0.47690262031409947,0.47795447452545065
258,TIONG BAHRU STATION,12020.0,12089.0,9543,9574,1,1,1,1,0.7075944427036124,0.7593561311862653,0.7394416617392725,0.7818318137746816
259,BUKIT BATOK CENTRAL,12020.0,12089.0,9543,9574,1,1,1,1,0.7824210251099234,0.7950689370731508,0.7737492999798452,0.7886855548307982
260,WOODLANDS WEST,12020.0,12089.0,9543,9574,1,1,1,1,0.6712939168843304,0.185615097208738,0.6994197494715375,0.19536801386046115
261,MACPHERSON,12020.0,12089.0,9543,9574,1,1,1,1,0.23068944002848443,0.27846582538072334,0.2570724145977696,0.3840368801313561
262,RIVERVALE,12020.0,12089.0,9543,9574,1,1,1,1,0.3430278674937858,0.17055267858816278,0.2955818223512835,0.13255364973565453
263,BENDEMEER,12020.0,12089.0,9543,9574,1,1,1,1,0.282672828278486,0.29438941459770773,0.2232330429014894,0.27947091293569304
264,YEW TEE,12020.0,12089.0,9543,9574,1,1,1,1,0.5531524250066139,0.4085691100378036,0.5237019201069955,0.42159008727429453
265,CLEMENTI NORTH,12020.0,12089.0,9543,9574,1,1,1,1,0.48820815473992074,0.300347744000679,0.40653734663277036,0.3356085508786223
266,SOMERSET,12020.0,12089.0,9543,9574,1,1,1,1,0.37254891107048116,0.4232234851095443,0.37302311803702165,0.42292107371464915
267,MARITIME SQUARE,12020.0,12089.0,9543,9574,1,1,1,1,0.5048243972706913,0.5794306192915009,0.4579502227211426,0.5402875115467821
268,NEWTON CIRCUS,12020.0,12089.0,9543,9574,1,1,1,1,0.21454747918266878,0.21750310126075886,0.18750254922803394,0.19243836760313374
269,TANJONG PAGAR,12020.0,12089.0,9543,9574,1,1,1,1,0.0573603294399495,0.08432175868135446,0.05511396569950335,0.14426629118935155
270,DHOBY GHAUT,12020.0,12089.0,9543,9574,1,1,1,1,0.3624791334948576,0.3785111601631764,0.32410451497310405,0.34803381391851557
271,VICTORIA,12020.0,12089.0,9543,9574,1,1,1,1,0.19499364409076536,0.3228712307021945,0.20142758231055918,0.33225881049789147
272,CHOA CHU KANG CENTRAL,12020.0,12089.0,9543,9574,1,1,1,1,0.886029285269258,0.8953810558293654,0.9094408063623596,0.9051326923306562
273,CHINATOWN,12020.0,12089.0,9543,9574,1,1,1,1,0.16297173928850855,0.4186662472263037,0.1822134198642637,0.4499726567247279
274,KAKI BUKIT,12020.0,12089.0,9543,9574,1,1,1,1,0.3895411272629855,0.24201063382279653,0.34748609509472467,0.24442560055153134
275,SIMEI,12020.0,12089.0,9543,9574,1,1,1,1,0.2060703984366508,0.30981520651357786,0.21931471055514246,0.3009413961471609
276,CHANGI AIRPORT,12020.0,12089.0,9543,9574,1,1,1,1,0.4379325002462945,0.24444578859653307,0.38738140484790745,0.202767072198697
277,BEDOK SOUTH,12020.0,12089.0,9543,9574,1,1,1,1,0.2577557177596808,0.2601918243281555,0.2676752701714945,0.24156599198348594
